OrgSubmissionID,CostRowID,ActivityRowID,OrganisationID,CollectionActivityID,CollectionActivityCnt,CollectionResourceID,TotalCost,FinancialYearStartDate
"00000001","36","7","RRK","ODT008","5166","CPF030","52.09000000","2021-04-01"
"00000001","37","7","RRK","PAT004","3551","CPF002","77.33000000","2021-04-01"
"00000001","38","7","RRK","PAT004","3551","CPF031","528.56000000","2021-04-01"
"00000001","39","7","RRK","PAT004","3551","CPF029","594.37000000","2021-04-01"
"00000001","40","7","RRK","PAT004","3551","CPF023","171.15000000","2021-04-01"
"00000001","41","8","RRK","DEN001","8866","CPF032","666.98000000","2021-04-01"
"00000001","42","8","RRK","DEN001","8866","CPF011","966.87000000","2021-04-01"
"00000001","43","8","RRK","DEN001","8866","CSC004","501.84000000","2021-04-01"
"00000001","44","8","RRK","PHA003","5395","CPF001","459.89000000","2021-04-01"
"00000001","45","8","RRK","PHA003","5395","CPF010","517.54000000","2021-04-01"
"00000001","46","8","RRK","PHA003","5395","CPF010","633.97000000","2021-04-01"
"00000001","47","8","RRK","PHA003","5395","CPF023","227.53000000","2021-04-01"
"00000001","48","9","RRK","OUT005","5621","CPF031","298.86000000","2021-04-01"
"00000001","49","9","RRK","OUT005","5621","CPF011","276.43000000","2021-04-01"
"00000001","50","9","RRK","OUT005","5621","CSC006","492.05000000","2021-04-01"
"00000001","51","9","RRK","DIM003","6374","CSC006","667.46000000","2021-04-01"
"00000001","52","9","RRK","DIM003","6374","CPF005","251.20000000","2021-04-01"
"00000001","53","9","RRK","DIM003","6374","CPF024","662.15000000","2021-04-01"
"00000001","54","10","RRK","ODT007","4666","CPF031","65.10000000","2021-04-01"
"00000001","55","10","RRK","ODT007","4666","CPF011","513.97000000","2021-04-01"
"00000001","56","10","RRK","ODT007","4666","CPF023","144.59000000","2021-04-01"
"00000001","57","10","RRK","THR003","3292","CSC008","106.82000000","2021-04-01"
"00000001","58","11","RRK","DIM008","5688","CPF017","569.11000000","2021-04-01"
"00000001","59","11","RRK","DIM008","5688","CPF024","361.34000000","2021-04-01"
"00000001","60","11","RRK","DIM008","5688","CPF001","922.55000000","2021-04-01"
"00000001","61","11","RRK","MDT001","2900","CPF024","971.90000000","2021-04-01"
"00000001","62","11","RRK","MDT001","2900","CPF010","967.48000000","2021-04-01"
"00000001","63","11","RRK","PAT002","5203","CPF029","391.12000000","2021-04-01"
"00000001","64","12","RRK","COM003","7630","CPF023","564.06000000","2021-04-01"
"00000001","65","12","RRK","COM003","7630","CPF030","12.98000000","2021-04-01"
"00000001","66","12","RRK","THR002","3277","CPF005","885.96000000","2021-04-01"
"00000001","67","12","RRK","PAT003","1983","CPF001","556.36000000","2021-04-01"
"00000001","68","12","RRK","PAT003","1983","CSC008","915.09000000","2021-04-01"
"00000001","69","12","RRK","PAT003","1983","CSC005","253.61000000","2021-04-01"
"00000001","70","12","RRK","PAT003","1983","CPF032","979.04000000","2021-04-01"
"00000001","71","13","RRK","GRP001","105","CPF031","108.23000000","2021-04-01"
"00000001","72","13","RRK","PAT003","7241","CSC005","344.98000000","2021-04-01"
"00000001","73","13","RRK","PAT003","7241","CPF031","719.28000000","2021-04-01"
"00000001","74","13","RRK","GRP001","3916","CPF001","882.34000000","2021-04-01"
"00000001","75","13","RRK","GRP001","3916","CPF030","235.37000000","2021-04-01"
"00000001","76","13","RRK","GRP001","3916","CPF011","614.70000000","2021-04-01"
"00000001","77","14","RRK","DIM001","2070","CPF024","806.51000000","2021-04-01"
"00000001","78","14","RRK","WRD001","3999","CSC008","472.47000000","2021-04-01"
"00000001","79","14","RRK","WRD001","3999","CPF029","228.81000000","2021-04-01"
"00000001","80","14","RRK","WRD001","3999","CPF017","767.00000000","2021-04-01"
"00000001","81","14","RRK","WRD001","3999","CPF023","194.68000000","2021-04-01"
"00000001","82","14","RRK","PHA008","7857","CPF030","522.69000000","2021-04-01"
"00000001","83","14","RRK","PHA008","7857","CPF029","426.46000000","2021-04-01"
"00000001","84","14","RRK","PHA008","7857","CPF029","837.50000000","2021-04-01"
"00000001","85","15","RRK","DEV001","480","CPF010","336.86000000","2021-04-01"
"00000001","86","15","RRK","DEV001","480","CSC008","659.97000000","2021-04-01"
"00000001","87","15","RRK","DEV001","480","CPF002","886.99000000","2021-04-01"
"00000001","88","16","RRK","PHA008","9472","CPF022","857.05000000","2021-04-01"
"00000001","89","16","RRK","PHA008","9472","CSC006","414.95000000","2021-04-01"
"00000001","90","16","RRK","PHA008","9472","CSC005","457.54000000","2021-04-01"
"00000001","91","16","RRK","COM004","8850","CPF029","364.68000000","2021-04-01"
"00000001","92","16","RRK","COM004","8850","CPF005","201.45000000","2021-04-01"
"00000001","93","16","RRK","COM004","8850","CSC006","518.79000000","2021-04-01"
"00000001","94","17","RRK","OUT005","6560","CPF005","921.57000000","2021-04-01"
"00000001","95","17","RRK","OUT005","6560","CPF029","596.24000000","2021-04-01"
"00000001","96","17","RRK","OUT005","6560","CSC004","556.22000000","2021-04-01"
"00000001","97","17","RRK","OUT005","6560","CSC004","325.92000000","2021-04-01"
"00000001","98","17","RRK","THR001","4170","CPF002","803.08000000","2021-04-01"
"00000001","99","17","RRK","OUT003","7911","CPF031","688.04000000","2021-04-01"
"00000001","100","17","RRK","OUT003","7911","CPF032","633.56000000","2021-04-01"
"00000001","101","17","RRK","OUT003","7911","CSC006","262.65000000","2021-04-01"
"00000001","102","18","RRK","OUT005","5541","CSC004","584.70000000","2021-04-01"
"00000001","103","18","RRK","OUT005","2576","CPF001","958.01000000","2021-04-01"
"00000001","104","18","RRK","OUT005","2576","CPF005","511.70000000","2021-04-01"
"00000001","105","18","RRK","PAT003","4495","CPF024","270.59000000","2021-04-01"
"00000001","106","19","RRK","DEN001","1043","CPF022","55.96000000","2021-04-01"
"00000001","107","19","RRK","DEN001","1043","CPF017","83.51000000","2021-04-01"
"00000001","108","19","RRK","DEN001","1043","CSC005","249.54000000","2021-04-01"
"00000001","109","19","RRK","PAT008","1903","CPF022","425.88000000","2021-04-01"
"00000001","110","19","RRK","PAT008","1903","CPF024","363.00000000","2021-04-01"
"00000001","111","19","RRK","PAT008","1903","CPF032","842.87000000","2021-04-01"
"00000001","112","19","RRK","PHA004","8494","CPF029","296.99000000","2021-04-01"
"00000001","113","19","RRK","PHA004","8494","CPF029","683.90000000","2021-04-01"
"00000001","114","19","RRK","PHA004","8494","CPF010","381.85000000","2021-04-01"
"00000001","115","19","RRK","PHA004","8494","CSC008","336.93000000","2021-04-01"
"00000001","116","20","RRK","ODT007","3005","CPF017","408.62000000","2021-04-01"
"00000001","117","20","RRK","ODT007","3005","CPF017","678.74000000","2021-04-01"
"00000001","118","20","RRK","ODT007","3005","CPF023","455.93000000","2021-04-01"
"00000001","119","20","RRK","ODT007","3005","CPF017","432.05000000","2021-04-01"
"00000001","120","20","RRK","OUT006","537","CSC004","938.52000000","2021-04-01"
