OrgSubmissionID,CostRowID,ActivityRowID,OrganisationID,CollectionActivityID,CollectionActivityCnt,CollectionResourceID,TotalCost,FinancialYearStartDate
"00000003","25","7","RRK","PAT001","2267","CSC004","835.37000000","2021-04-01"
"00000003","26","8","RRK","PAT008","5979","CSC006","216.62000000","2021-04-01"
"00000003","27","8","RRK","PAT008","5979","CSC006","414.29000000","2021-04-01"
"00000003","28","8","RRK","PAT008","5979","CSC005","420.56000000","2021-04-01"
"00000003","29","8","RRK","PAT008","5979","CPF029","326.35000000","2021-04-01"
"00000003","30","9","RRK","BLD003","5522","CPF032","458.97000000","2021-04-01"
"00000003","31","9","RRK","BLD003","5522","CPF029","334.56000000","2021-04-01"
"00000003","32","9","RRK","BLD003","5522","CPF011","164.67000000","2021-04-01"
"00000003","33","9","RRK","BLD003","5522","CPF001","564.53000000","2021-04-01"
"00000003","34","10","RRK","DIM010","1071","CPF022","538.98000000","2021-04-01"
"00000003","35","10","RRK","OUT006","5908","CPF001","541.18000000","2021-04-01"
"00000003","36","10","RRK","OUT006","5908","CSC006","3.10000000","2021-04-01"
"00000003","37","11","RRK","PHA008","6692","CPF032","942.68000000","2021-04-01"
"00000003","38","11","RRK","PHA008","6692","CPF032","416.02000000","2021-04-01"
"00000003","39","11","RRK","PHA008","6692","CSC008","928.09000000","2021-04-01"
"00000003","40","12","RRK","PAT004","6702","CPF022","329.00000000","2021-04-01"
"00000003","41","12","RRK","PAT004","6702","CPF022","726.40000000","2021-04-01"
"00000003","42","12","RRK","DIM011","2685","CPF031","72.84000000","2021-04-01"
"00000003","43","12","RRK","DIM011","2685","CSC005","162.39000000","2021-04-01"
"00000003","44","13","RRK","SPS001","5751","CSC005","888.57000000","2021-04-01"
"00000003","45","13","RRK","THR001","9453","CPF017","43.50000000","2021-04-01"
"00000003","46","13","RRK","THR001","9453","CPF010","542.36000000","2021-04-01"
"00000003","47","13","RRK","THR001","9453","CPF010","918.67000000","2021-04-01"
"00000003","48","13","RRK","DIM006","160","CPF005","209.38000000","2021-04-01"
"00000003","49","13","RRK","DIM006","160","CSC006","455.75000000","2021-04-01"
"00000003","50","14","RRK","DIM007","8550","CPF001","318.40000000","2021-04-01"
"00000003","51","14","RRK","DIM007","8550","CPF022","152.79000000","2021-04-01"
"00000003","52","14","RRK","DIM007","8550","CPF022","979.83000000","2021-04-01"
"00000003","53","14","RRK","DIM002","9360","CPF002","982.74000000","2021-04-01"
"00000003","54","14","RRK","DIM002","9360","CPF032","39.39000000","2021-04-01"
"00000003","55","14","RRK","DIM001","6750","CSC006","391.45000000","2021-04-01"
"00000003","56","14","RRK","DIM001","6750","CSC004","354.95000000","2021-04-01"
"00000003","57","14","RRK","DIM001","6750","CPF010","154.20000000","2021-04-01"
"00000003","58","15","RRK","GRP001","3073","CPF011","996.19000000","2021-04-01"
"00000003","59","15","RRK","GRP001","3073","CPF002","109.30000000","2021-04-01"
"00000003","60","16","RRK","SPS003","233","CPF032","78.46000000","2021-04-01"
"00000003","61","16","RRK","OUT003","6597","CPF032","624.29000000","2021-04-01"
"00000003","62","16","RRK","OUT003","6597","CPF010","76.05000000","2021-04-01"
"00000003","63","16","RRK","OUT003","6597","CPF010","3.60000000","2021-04-01"
"00000003","64","16","RRK","OUT003","6597","CPF005","7.83000000","2021-04-01"
"00000003","65","17","RRK","DIM003","2701","CPF024","327.20000000","2021-04-01"
"00000003","66","17","RRK","DIM003","2701","CPF010","193.07000000","2021-04-01"
"00000003","67","17","RRK","GRP001","2065","CSC004","972.63000000","2021-04-01"
"00000003","68","17","RRK","GRP001","2065","CSC006","537.92000000","2021-04-01"
"00000003","69","17","RRK","GRP001","2065","CSC004","235.83000000","2021-04-01"
"00000003","70","17","RRK","WRD001","461","CPF030","124.17000000","2021-04-01"
"00000003","71","17","RRK","WRD001","461","CPF031","871.04000000","2021-04-01"
"00000003","72","18","RRK","DIM007","2024","CPF011","134.50000000","2021-04-01"
"00000003","73","18","RRK","DIM007","2024","CPF023","718.39000000","2021-04-01"
"00000003","74","18","RRK","DIM007","2024","CPF024","645.89000000","2021-04-01"
"00000003","75","19","RRK","DIM006","9546","CPF001","331.64000000","2021-04-01"
"00000003","76","19","RRK","DIM006","9546","CSC004","686.49000000","2021-04-01"
"00000003","77","19","RRK","DIM006","9546","CPF011","492.75000000","2021-04-01"
"00000003","78","19","RRK","DIM006","9546","CPF001","344.50000000","2021-04-01"
"00000003","79","19","RRK","OUT001","3020","CSC004","384.25000000","2021-04-01"
"00000003","80","19","RRK","OUT001","3020","CPF023","749.62000000","2021-04-01"
"00000003","81","19","RRK","OUT001","3020","CPF001","591.41000000","2021-04-01"
"00000003","82","19","RRK","OUT001","3020","CPF029","269.54000000","2021-04-01"
"00000003","83","19","RRK","SPS004","5741","CPF017","304.86000000","2021-04-01"
"00000003","84","19","RRK","SPS004","5741","CPF005","566.67000000","2021-04-01"
"00000003","85","20","RRK","ODT002","5956","CPF002","320.64000000","2021-04-01"
"00000003","86","20","RRK","OUT003","2911","CPF023","905.65000000","2021-04-01"
"00000003","87","20","RRK","OUT003","2911","CPF032","642.96000000","2021-04-01"
"00000003","88","20","RRK","OUT003","2911","CPF017","749.65000000","2021-04-01"
"00000003","89","20","RRK","DEV001","3234","CPF031","825.22000000","2021-04-01"
